Word,Count
degree,469
phd,231
bachelors,187
masters,171
bachelor,150
master,68
diploma,62
bs,50
,37
ms,21
msc,19
ba,17
or,16
university,13
graduate,12
undergraduate,11
tertiary,11
minimum,9
holder,9
education,7
postgraduate,4
of,4
d,3
qualifications,3
min,3
mathematics,2
advanced,2
desired,2
science,2
bsc,2
technical,2
commerce,2
in,2
nitec,1
phds,1
academic,1
bba,1
